, Black and White,Color,num_critic_for_reviews,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,actor_2_facebook_likes,movie_facebook_likes,duration,gross,budget,title_year,imdb_score,aspect_ratio,director_name_Barry Levinson,director_name_Brian De Palma,director_name_Chris Columbus,director_name_Clint Eastwood,director_name_Joel Schumacher,director_name_Martin Scorsese,director_name_Michael Bay,director_name_Oliver Stone,director_name_Renny Harlin,director_name_Richard Donner,director_name_Ridley Scott,director_name_Rob Reiner,director_name_Robert Rodriguez,director_name_Robert Zemeckis,director_name_Ron Howard,director_name_Shawn Levy,director_name_Spike Lee,director_name_Steven Soderbergh,director_name_Steven Spielberg,director_name_Tim Burton,director_name_Tony Scott,director_name_Woody Allen,actors_Anthony Hopkins,actors_Bill Murray,actors_Brad Pitt,actors_Bruce Willis,actors_Christian Bale,actors_Denzel Washington,actors_Harrison Ford,actors_J.K. Simmons,actors_Jim Broadbent,actors_Johnny Depp,actors_Julia Roberts,actors_Liam Neeson,actors_Matt Damon,actors_Matthew McConaughey,actors_Meryl Streep,actors_Morgan Freeman,actors_Nicolas Cage,actors_Robert De Niro,actors_Robert Downey Jr.,actors_Robin Williams,actors_Scarlett Johansson,actors_Steve Buscemi,actors_Tom Cruise,actors_Tom Hanks,actors_Will Ferrell,genre_,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Film-Noir,genre_Game-Show,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_News,genre_Reality-TV,genre_Romance,genre_Sci-Fi,genre_Short,genre_Sport,genre_Thriller,genre_War,genre_Western,country_Australia,country_Canada,country_China,country_France,country_Germany,country_Hong Kong,country_India,country_Italy,country_Japan,country_Mexico,country_New Zealand,country_Russia,country_South Korea,country_Spain,country_UK,country_USA,content_rating_Approved,content_rating_G,content_rating_GP,content_rating_M,content_rating_NC-17,content_rating_Not Rated,content_rating_PG,content_rating_PG-13,content_rating_Passed,content_rating_R,content_rating_TV-14,content_rating_TV-G,content_rating_TV-MA,content_rating_TV-PG,content_rating_TV-Y,content_rating_TV-Y7,content_rating_Unrated,content_rating_X,0
Lottery Ticket ,0,1,62.0,17.0,826.0,918.0,7991.0,4797.0,7.0,30.0,912.0,0.0,99.0,24708699.0,44086188.73595506,2010.0,4.9,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5604634854690558
ATL ,0,1,54.0,49.0,104.0,680.0,8522.0,1538.0,0.0,92.0,503.0,874.0,105.0,21160089.0,44086188.73595506,2006.0,6.0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.47997092982416545
Pitch Perfect ,0,1,223.0,36.0,746.0,10000.0,213898.0,12676.0,4.0,250.0,751.0,36000.0,112.0,64998368.0,17000000.0,2012.0,7.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.823433411764706
Summer Catch ,0,1,50.0,19.0,505.0,973.0,12993.0,3344.0,2.0,107.0,954.0,476.0,108.0,19693891.0,34000000.0,2001.0,4.9,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5792320882352942
A Simple Plan ,0,1,125.0,0.0,244.0,989.0,50656.0,2365.0,1.0,416.0,888.0,0.0,121.0,16311763.0,17000000.0,1998.0,7.5,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9595154705882353
They ,0,1,81.0,11.0,973.0,1000.0,10885.0,4060.0,0.0,271.0,982.0,814.0,89.0,12693621.0,17000000.0,2002.0,4.8,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7466835882352941
Larry the Cable Guy: Health Inspector ,0,1,37.0,0.0,323.0,690.0,9104.0,2135.0,2.0,112.0,400.0,110.0,89.0,15655665.0,4000000.0,2006.0,3.1,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.91391625
The Adventures of Elmo in Grouchland ,0,1,44.0,11.0,142.0,1000.0,2045.0,2020.0,0.0,37.0,436.0,339.0,73.0,11634458.0,17000000.0,1999.0,5.8,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6843798823529412
Brooklyn's Finest ,0,1,197.0,847.0,625.0,3000.0,52852.0,6317.0,1.0,138.0,960.0,4000.0,132.0,27154426.0,17000000.0,2009.0,6.7,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5973191764705883
55 Days at Peking ,0,1,15.0,117.0,86.0,715.0,4550.0,1567.0,3.0,50.0,490.0,419.0,154.0,51513656.10272311,9000000.0,1963.0,6.8,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.723739566969234
Evil Dead ,0,1,543.0,201.0,58.0,394.0,125016.0,673.0,0.0,789.0,150.0,70000.0,96.0,54239856.0,17000000.0,2013.0,6.5,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.1905797647058822
My Life in Ruins ,0,1,112.0,80.0,399.0,567.0,15033.0,2016.0,1.0,75.0,503.0,0.0,98.0,8662318.0,17000000.0,2009.0,5.9,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5095481176470589
American Dreamz ,0,1,153.0,80.0,841.0,2000.0,22639.0,5992.0,6.0,217.0,2000.0,300.0,107.0,7156725.0,19000000.0,2006.0,5.5,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.37666973684210525
Superman IV: The Quest for Peace ,0,1,94.0,22.0,488.0,1000.0,33570.0,3007.0,6.0,259.0,593.0,1000.0,134.0,15681020.0,17000000.0,1987.0,3.6,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9224129411764705
How She Move ,0,1,62.0,8.0,66.0,328.0,4600.0,760.0,0.0,18.0,122.0,238.0,94.0,7070459.0,44086188.73595506,2007.0,3.3,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.16037809578748177
Running Scared ,0,1,157.0,47.0,834.0,23000.0,88590.0,27381.0,2.0,419.0,979.0,0.0,122.0,6855137.0,17000000.0,2006.0,7.4,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.40324335294117647
Bobby Jones: Stroke of Genius ,0,1,35.0,9.0,193.0,767.0,3222.0,1727.0,3.0,64.0,327.0,352.0,128.0,2694071.0,44086188.73595506,2004.0,6.7,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06110918356167213
Shanghai Surprise ,0,1,21.0,3.0,161.0,400.0,4081.0,805.0,0.0,28.0,193.0,154.0,97.0,2315683.0,17000000.0,1986.0,3.0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.13621664705882353
Roar ,0,1,50.0,4.0,60.0,634.0,1275.0,1262.0,0.0,27.0,537.0,0.0,102.0,2000000.0,17000000.0,1981.0,6.4,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11764705882352941
Veronica Guerin ,0,1,106.0,541.0,71.0,214.0,16234.0,409.0,1.0,113.0,96.0,0.0,98.0,1569918.0,17000000.0,2003.0,6.9,2.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.09234811764705882
Escobar: Paradise Lost ,0,1,106.0,30.0,55.0,14000.0,13762.0,14492.0,1.0,39.0,287.0,0.0,120.0,106869.0,17000000.0,2014.0,6.6,2.208111192037066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.006286411764705882
Southland Tales ,0,1,173.0,219.0,215.0,1000.0,32671.0,2340.0,6.0,238.0,876.0,0.0,160.0,273420.0,17000000.0,2006.0,5.5,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.016083529411764705
Dragon Hunters ,0,1,41.0,0.0,168.0,677.0,10706.0,1364.0,0.0,39.0,262.0,0.0,80.0,51513656.10272311,11000000.0,2008.0,6.6,2.208111192037066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.683059645702101
Damnation Alley ,0,1,41.0,22.0,255.0,669.0,3701.0,1769.0,0.0,71.0,642.0,903.0,91.0,51513656.10272311,17000000.0,1977.0,5.2,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.030215064866065
The Apparition ,0,1,145.0,57.0,62.0,465.0,16268.0,730.0,1.0,108.0,152.0,0.0,83.0,4930798.0,17000000.0,2012.0,4.1,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.29004694117647056
My Girl ,0,1,31.0,6.0,165.0,3000.0,55895.0,5433.0,1.0,115.0,2000.0,0.0,102.0,59847242.0,16500000.0,1991.0,6.8,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6271055757575756
Fur: An Imaginary Portrait of Diane Arbus ,0,1,105.0,30.0,260.0,21000.0,13239.0,25173.0,2.0,97.0,3000.0,0.0,122.0,220914.0,16800000.0,2006.0,6.5,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.013149642857142858
The Illusionist ,0,1,236.0,168.0,96.0,3000.0,295375.0,4210.0,3.0,645.0,979.0,15000.0,110.0,39825798.0,16000000.0,2006.0,7.6,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.489112375
Wall Street ,0,1,114.0,0.0,168.0,826.0,119150.0,1607.0,2.0,219.0,508.0,0.0,126.0,43848100.0,15000000.0,1987.0,7.4,1.85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.9232066666666667
Sense and Sensibility ,0,1,69.0,0.0,1000.0,25000.0,78392.0,41059.0,2.0,196.0,14000.0,0.0,136.0,42700000.0,16500000.0,1995.0,7.7,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.587878787878788
Becoming Jane ,0,1,150.0,11.0,281.0,11000.0,46204.0,12554.0,1.0,151.0,838.0,0.0,120.0,18663911.0,16500000.0,2007.0,7.1,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1311461212121212
Sydney White ,0,1,72.0,18.0,433.0,714.0,37700.0,2785.0,2.0,50.0,701.0,0.0,108.0,11702090.0,16500000.0,2007.0,6.3,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7092175757575757
House of Sand and Fog ,0,1,158.0,26.0,385.0,638.0,56665.0,2282.0,0.0,469.0,624.0,0.0,126.0,13005485.0,15000000.0,2003.0,7.6,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8670323333333333
Dead Poets Society ,0,1,96.0,608.0,1000.0,49000.0,277451.0,51609.0,0.0,491.0,1000.0,23000.0,128.0,95860116.0,16400000.0,1989.0,8.0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.845129024390244
Dumb & Dumber ,0,1,84.0,137.0,481.0,879.0,288451.0,2985.0,2.0,438.0,854.0,0.0,113.0,127175354.0,16000000.0,1994.0,7.3,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.948459625
When Harry Met Sally... ,0,1,114.0,0.0,62.0,227.0,149108.0,485.0,0.0,273.0,73.0,0.0,89.0,92823600.0,16000000.0,1989.0,7.6,1.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.801475
The Verdict ,0,1,79.0,0.0,359.0,844.0,26310.0,2330.0,0.0,154.0,617.0,0.0,129.0,54000000.0,16000000.0,1982.0,7.8,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.375
Road Trip ,0,1,103.0,480.0,486.0,1000.0,132963.0,3889.0,5.0,302.0,490.0,0.0,94.0,68525609.0,15600000.0,2000.0,6.5,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.392667243589743
Varsity Blues ,0,1,67.0,48.0,35.0,23000.0,35312.0,23369.0,0.0,267.0,255.0,0.0,106.0,52885587.0,16000000.0,1999.0,6.4,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.3053491875
The Artist ,1,0,576.0,405.0,628.0,996.0,190030.0,4606.0,0.0,583.0,897.0,30000.0,100.0,44667095.0,15000000.0,2011.0,8.0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.9778063333333336
The Unborn ,0,1,178.0,687.0,389.0,10000.0,42182.0,12183.0,1.0,230.0,787.0,0.0,89.0,42638165.0,16000000.0,2009.0,4.8,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.6648853125
